document_id,cluster
 which begins on 17 January,7
 before Andre Agassi saw off Chilean Olympic gold medalist Nicolas Massu 6-1 7-6 (7-4). Andy Roddick beat Ivan Ljubicic,2
" said Moya. All my energy has been focused on today. ""What I have lived today I do not think I will live again."" Spain's only other Davis Cup title came two years ago in Valencia",2
" said Moya. All my energy has been focused on today. ""What I have lived today I do not think I will live again."" Spain's only other Davis Cup title came two years ago in Valencia",2
 which begins on 17 January,7
 leaving Spain 2-1 ahead going into the final day.  Masters Cup champions Mike and Bob Bryan thrashed Juan Carlos Ferrero and Tommy Robredo 6-0 6-3 6-2 in front of a partisan crowd in Seville. Victory would have given Spain the title but they were outclassed. In Sunday's reverse singles,2
 fantastic tennis player - the ultimate sportsman.  When Lleyton Hewitt shook his hand after getting another thrashing,2
 while Wimbledon champion Sharapova was a 6-1 6-4 winner over fellow Russian Svetlana Kuznetsova. American Serena Williams also won,7
" said the 34-year-old. Agassi, who has won the Australian Open four times, will have an MRI scan to discover the extent of the damage. He said the problem was not the same as the hip injury which forced him to miss Wimbledon last year.  The good news is that it didn't just tear",2
 the British number two,7
 ranked 106 in the world,9
 which begins on 17 January,7
 which begins on 17 January,7
 seeded eighth,2
" said Roddick. Any more on this situation's a private matter between coach and player."" Roddick won 121 of his 147 matches while working with Gilbert",2
" and Goldfine admits talks have taken place. ""We had a really good conversation and we're on the same page in terms of what I expect from a player in commitment and what he wants",9
" and there was no indication he would do so as Hewitt dominated the first two sets.  The Argentine had stoked up the temperature ahead of the match by saying Hewitt's exuberant on-court celebrations were ""not very good for the sport"". And he had words with Hewitt during one change of ends in the second set when the Australian appeared to brush shoulders with him as they went to their chairs. The balance of power changed completely in the third set as Hewitt allowed his level to dip",9
 where she was beaten in the fourth round by Nadia Petrova. She took time out to shake off a virus but will defend her titles in Sydney and at the Australian Open. Women's world number one Lindsay Davenport and French Open champion Anastasia Myskina will also compete.  In the men's event,9
 thrilling the Melbourne crowd with a typically battling effort. He is aiming to be the first Australian winner since Mark Edmondson in 1976. Hewitt is the first Australian to make the final since Pat Cash lost to Mats Wilander in 1988,2
 to my knowledge,9
 and her first since Wimbledon in 2003,7
" Safin said he had ""given up"" on Wimbledon and winning his second Grand Slam title has not changed his mind. ""I'll play",2
" Safin said he had ""given up"" on Wimbledon and winning his second Grand Slam title has not changed his mind. ""I'll play",2
 the Spaniard secures the double-break and Roddick is now teetering on the edge.  Roddick is trying to gee himself up but the clay surface is taking its toll on his game and he is looking tired. Nadal wins the game to love.  Nadal steps up the pressure to break and Spain have the early initiative in the fourth set.  Nadal also holds convincingly as both players feel their way into the fourth set.  Roddick shrugs off the disappointment of losing the third-set tiebreak and breezes through his first service game of the fourth set.  Nadal earns the first mini-break in the tiebreak as the match enters its fourth hour. A couple of stunning points follow,2
 which saw him reach the semis at the French and US Opens. Scotland's Andrew Murray was named young player of the year after winning the US Open juniors,2
 and possibly years,2
 say reports.  Melbourne's Herald-Sun said Roche,9
 and one country dominate the women's game.  Roger Federer became the first man since Mats Wilander in 1988 to win three Grand Slams in one season. And after Anastasia Myskina became the first Russian woman to win a Grand Slam at the French Open,7
 said Hopman Cup doctor Hamish Osborne. It would be very unlikely in my opinion for him to do a five-setter once,2
 the United States defeated Australia 2-1.  Meghann Shaughnessy lost the opening match against Alicia Molik but James Blake levelled the tie with a 6-3 6-4 win over Paul Baccanello,2
 the boyfriend of Lleyton Hewitt's sister Jaslyn,2
 who made his Davis Cup debut in 1994,2
" but I pulled through and didn't do too much wrong."" A junior Wimbledon finalist last year",9
" he said: ""I will never apologise. This product is banned and it's up to her to explain why it's there."" Kuznetsova says the stimulant may have been in a cold remedy she took. The Russian said she did nothing wrong by taking the medicine during the event. The Women's Tennis Association cleared Kuznetsova of any offence because the drug is not banned when taken out of competition.  Eerdekens said he made the statement in order to protect the other three players that took part in the tournament",2
 who lost the 2002 and 2004 finals,2
" Thailand.  The 32-year-old Spaniard came through 6-3 3-6 6-3 for her first title since Berlin in 2000. ""It feels really good",9
 said Soderling. I was really on form,9
 before pulling out a 6-3 3-6 6-2 win in San Jose,2
" losing 6-3 6-1. Defending champion and top seed Andy Roddick rallied to beat Sweden's Thomas Enqvist 3-6 7-6 (8-6) 7-5. But unseeded Cyril Saulnier beat the fourth seed Vincent Spadea 6-2 6-4 and Tommy Haas overcame eighth seed Max Mirnyi 6-7 (2-7) 7-6 (7-3) 6-2. Melzer has now beaten Agassi in two of their three meetings.  ""I had a good game plan and I executed it perfectly",9
 the 18-year-old battled past Alyona Bondarenko of the Ukraine 6-4 5-7 6-3. Mirza,7
 the third seed,2
 a small,1
575 net cafes in the closing months of 2004,4
 a security manager at Microsoft,9
 chairman and founder of MIT's Media Labs,4
 says BT,4
" it flagged up eight ""critical"" security holes which could leave PCs open to attack if left unpatched. The number of holes considered ""critical"" is more than usual. They affect Windows programs",9
" Zafi-D plunders Microsoft Outlook for e-mail addresses and then uses mail-sending software to despatch itself across the web to new victims. To be infected users must open up the attachment travelling with the message which bears the code for the malicious bug. The attachment on the e-mail poses as an electronic Christmas card but anyone opening it will simply get a crude image of two smiley faces.  The virus' subject line says ""Merry Christmas"" and translates this into one of 15 languages depending of the final suffix of the e-mail address the infected message has been sent to. The message in the body of the e-mail reads: ""Happy Holidays"" and this too is translated. On infected machines the virus tries to disable anti-virus and firewall software and opens up a backdoor on the PC to hand over control to the writer of the virus. The virus is thought to have spread most widely in South America",4
 if there is an address,4
 according to research.  New episodes of 24,4
 who will set up the network of up to 250 screens. AADC will oversee the selection of cinemas across the UK which will use the digital equipment. High definition projectors and computer servers will be installed to show mainly British and specialist films. Most cinemas currently have mechanical projectors but the new network will see up to 250 screens in up to 150 cinemas fitted with digital projectors capable of displaying high definition images. The new network will double the world's total of digital screens. Cinemas will be given the film on a portable hard drive and they will then copy the content to a computer server.  Each film is about 100 gigabytes and has been compressed from an original one terabyte-size file. Fiona Deans,4
 saying they needed protections it offered to make research worthwhile.  Hugo Lueders,1
000 consoles had experienced component failures. The recall affects almost three quarters of all Xboxes sold around the world since its launch in 2001.  In a statement,4
" Curt Hopkins, director of the Committee, told the BBC News website.  The group has a list of actions which it says bloggers can take, including writing to local Iranian embassies. The Committee has deemed Tuesday Free Mojtaba and Arash Day"" as part of its first campaign. It is calling on the blogsphere - the name for the worldwide community of bloggers - to do what it can to help raise awareness of the plight of Mojtaba and Arash as well as other ""cyber-dissidents"". ""If you have a blog",4
 it has social benefits too.  Research has found that in some developing nations old mobile phones can help close the digital divide. The Forum for the Future research found that the low cost of these recycled handsets means they can have a very useful second life in poorer nations. But the Forum found that more needed to be done to collect old phones rather than let them rot in landfill sites.  The report reveals that approximately 15 million mobile phones go out of use every year in the UK. Of the 15 million that are swapped for newer models each year,4
" said Mr R. Sridharan, vice president of networks at Tata. Heavy traffic and the layout under the ground mean that digging is uniquely difficult",4
 but there is no news of a Europe debut.  The handheld console will go on sale for $250 (£132) and the first million sold will come with Spider-Man 2 on UMD,4
 sports fans would be left debating the validity of the try for days and weeks to come. But BBC Sport's new tool Piero could end discussions in minutes.  Piero,4
 chairman of the Mozilla foundation,4
 or phishing,4
" according to a World Bank report.  The World Bank questioned a United Nation's campaign to increase usage and access to technology in poorer nations. ""People in the developing world are getting more access at an incredible rate - far faster than... in the past",4
 a security manager at Microsoft,9
 saying its printer ink cartridges are secretly programmed to expire on a certain date.  The unnamed woman from Georgia says that a chip inside the cartridge tells the printer that it needs re-filling even when it does not. The lawsuit seeks to represent anyone in the US who has purchased an HP inkjet printer since February 2001. HP,4
 the FBI said. The message asks recipients to click on the attachment and answer some questions about their internet use. But rather than being a questionnaire,4
000 users. It plans to add more paid services with forthcoming launches of video conferencing,4
 including the Mac Mini. The EFF,4
" including best online entertainment for the Hitchhiker's Guide to the Galaxy Adventure Game. Spooks Interactive took the best interactive TV prize. The annual awards recognise the best in digital media. BBC Sport Interactive fought off competition from CBBC Newsround and the Guardian to take home the best news and sport trophy for its coverage of England's exit from Euro 2004. It was recognised for its ""groundbreaking"" use of animation. Bafta's Grant Dean",5
 according to a survey.  A study by the Pew Internet and American Life Project found that MP3 players are the gadget of choice among affluent young Americans. The survey did not interview teenagers but it is likely that millions of under-18s also have MP3 players. The American love affair with digital music players has been made possible as more and more homes get broadband.  Of the 22 million Americans who own MP3 players,4
 a trade body has warned.  The Internationalised Domain Names system has been a work in progress for years and has recently been approved by the Internet Electronic Task Force. But the UK Internet Forum (UKIF) is concerned that the system will let scammers create fake sites more easily. The problem lies in the computer codes used to represent language.  Registering names that look like that of legitimate companies but lead users to fake sites designed to steal passwords and credit card details could become a whole lot easier for determined scammers,4
 a graduate student from Hong Kong studying at Cornell University in New York State,4
 according to reports.  It was widely expected that gamers would get a sneak preview of Xbox's successor at the Game Developers Conference (GDC) in March. But a Microsoft spokeswoman confirmed that it would not be at GDC. Sony,4
 can give direct answers to factual questions,4
 users can also access other phone functions using a pre-set pattern of arm movements. The phone will allow golf fans to improve their swing via a golfing game.  Those who prefer shoot-'em-ups will be able to use the phone like a gun to shoot the zombies in the mobile version of Sega's House of the Dead. The phone comes with a tiny motion-control sensor,9
 putting the total amount of e-mail that is junk up to an astonishing 90%.  The figures,4
 including best game and best online game.  The title,5
" although there are usage allowances of between one gigabyte and 30 gigabytes a month. The new speeds start to come into effect on 17 February for home customers and 1 April for businesses. ""Britain is now broadband Britain",9
 all-dancing multimedia devices which will replace portable media players,4
" it flagged up eight ""critical"" security holes which could leave PCs open to attack if left unpatched. The number of holes considered ""critical"" is more than usual. They affect Windows programs",9
 a survey says.  More than half of 2,4
 search and share all the blogs they are interested in. Ask Jeeves said it was not planning to change Bloglines but would use the 300 million articles it has archived to round out its index of the web. How much Ask Jeeves paid for Bloglines was not revealed.  Bloglines has become popular because it lets users build a list of the blogs they want to follow without having to visit each journal site individually. To do this it makes use of a technology known as Really Simple Syndication (RSS) that many blogs have adopted to let other sites know when new entries are made on their journals. The acquisition follows similar moves by other search sites. Google acquired Pyra Labs,4
 according to research from technology analysts Gartner.  More than 674 million mobiles were sold last year globally,4
 one of the net's most iconic companies,4
" which is looking at ways to use low cost computer systems to get up-to-date information to students who are currently stuck with ancient textbooks. Matthew Herren from EduVision told the BBC programme Go Digital how the non-governmental organisation uses a combination of satellite radio and handheld computers called E-slates. ""The E-slates connect via a wireless connection to a base station in the school. This in turn is connected to a satellite radio receiver. The data is transmitted alongside audio signals."" The base station processes the information from the satellite transmission and turns it into a form that can be read by the handheld E-slates. ""It downloads from the satellite and every day processes the stream",4
 wallpapers,4
 with 474,9
" gaming and learning have not always sat well together but the tide could be beginning to turn. Recent research by the London Institute of Education concluded that games have a valid place in the classroom. ""Games teach life skills such as decision making",4
 says a report.  China's net users number 100m but this represents less than 8% of the country's 1.3 billion people. Market analysts Panlogic predicts that net users in China will exceed the 137 million US users of the net by 2008. The report says that the country's culture will mean that Chinese people will use the net for very different ends than in many other nations.  Already net use in China has a very different character than in many Western nations,4
 Google Video beta,4
 suggests a report into search habits.  The report by the US Pew Research Center reveals that 87% of searchers usually find what they were looking for when using a search engine. It also shows that few can spot the difference between paid-for results and organic ones. The report reveals that 84% of net users say they regularly use Google,4
 the industry warns.  Fred Hasson,4
" but their options would be ""limited"". Microsoft releases regular security updates to its software to protect PCs. Either PCs detect updates automatically or users manually download fixes through Microsoft's site. Those running pirated Windows programs would not have access to other downloads and ""add-ons"" that the software giant offers.  People who try to manually download security patches will have to let Microsoft run an automated checking procedure on their computer or give an identification number.  Microsoft's regular patches which it releases for newly-found security flaws are important because they stop worms",4
 due for official release at the end of next month,4
 but local artists are having trouble marketing their work abroad. But now,4
" aimed at parents.  The Movie Association for America's (MPAA) free Parent File Scan software lets parents check their children's computers for peer-to-peer programs. It will also list all movie and music files they have on their hard drive. Parents then have the choice to remove programs and files. The MPAA said files found would not be passed on to it. ""Our ultimate goal is to help consumers locate the resources and information they need to make appropriate decisions about using and trading illegal files",4
 the next 12 months look like they are going to be a lot of fun.  The relentless pace of development in the hi-tech world and rampant competition in many of its sectors,4
 then it was the DVD,4
 a new law is being introduced to protect computer users from software known as spyware. The legislation,4
 Yahoo,4
 mobile phones have become an integral part of modern life and now almost 90% of Britons own a handset. Mobiles have become so popular that many people use their handset as their only phone and rarely use a landline.  The first ever call over a portable phone was made in 1973 in New York but it took 10 years for the first commercial mobile service to be launched. The UK was not far behind the rest of the world in setting up networks in 1985 that let people make calls while they walked. The first call was made from St Katherine's dock to Vodafone's head office in Newbury which at the time was over a curry house. For the first nine days of 1985 Vodafone was the only firm with a mobile network in the UK. Then on 10 January Cellnet (now O2) launched its service. Mike Caudwell,4
 with at least an estimated five million on the web and that number is set to grow.  These online diaries come in many shapes and styles,4
 Theme Park,4
 says a report from analysts Gartner.  Globally,4
" say researchers.  Academics from the Institute of Education at London University found that ""games literacy"" was a key skill for youngsters. As well as being used in different areas of the curriculum",0
 secure online access to information,4
500 giant pandas in the world. A broadband and wireless network installed on the reserve has allowed staff to chronicle the pandas' daily activities. The data and images can be shared with colleagues around the world. The reserve conducts vital research on both panda breeding and bamboo ecology.  Using the network,4
000 songs,4
" PC Pro's staff picked out Sony's PCG-X505/P Vaio laptop as a ""stunning piece of engineering"". The electronics giant beat off strong competition from Toshiba and chip makers AMD and Intel to take the gong.  Paul Trotter",4
 which will allow audiences to create their own media worlds based on their specific interests or tastes. Viewers will be able to participate in storylines,4
 including a Briton,4
 like pass-the-parcel,9
 a security firm has warned.  The warning is being issued because many banks are starting to use the Windows operating system in machines. Already there have been four incidents in which Windows viruses have disrupted networks of cash machines running the Microsoft operating system. But banking experts say the danger is being overplayed and that the risks of infection and disruption are small.  For many years the venerable IBM operating system,4
 marketing magazine New Media Age reported.  Sky set-top boxes have two slots. One is for the viewer's decryption card,4
 although details are not yet known. The groundbreaking Commodore 64 computer elicits fond memories for those who owned one back in the 1980s.  In the chronology of home computing,9
000 connections take the total number of people in the UK signing up for broadband from BT to almost 3.3 million. Nationally more than 5 million browse the net via broadband. Britain now has among the highest number of broadband connections throughout the whole of Europe.  According to figures gathered by industry watchdog,4
 Jeremy Jaynes,9
 known as Queen of the Sky,4
 but the newest addition is more than able to live up to an increasingly grand tradition.  The 18 certificate GTA: San Andreas for the PlayStation 2 could have got away with merely revisiting a best-selling formula with a more-of-the-same approach. Instead,4
 known as BT Communicator,4
 which has just been released.  Few people get excited when some new software is released,4
 with a UK release two days later. Why is the game among the most anticipated of all time?  Halo is considered by many video game pundits to be one of the finest examples of interactive entertainment ever produced and more than 1.5 million people worldwide have pre-ordered the sequel. A science fiction epic,4
 Jolt.co.uk and Painkiller tournament websites. Philip Wride,4
 under the US Department of Energy. IBM test results show that Blue Gene/L has managed speeds of 70.72 teraflops. The previous top machine,4
 and perhaps even alert you to new e-mails. Basic versions of these so-called avatars already exist. Together with speech and voice recognition systems,2
 it seems like there has been a CM game for as many years as there have been PCs.  However,4
 a survey has found.  The study by US researchers,4
 which opened its online store in 2003 after launching the iPod in 2001,4
 or online journals,4
 or web logs,4
 if the number of text messages sent is anything to go by.  Between midnight on 31 December and midnight on 1 January,4
 with the web eating into TV viewing habits,4
 Halo 2.  The game has sold more than five million copies worldwide since it went on sale in mid-November,4
 whipping out your mobile phone to make a call will be quaintly pass&#233;. By then phones will be printed directly on to wrists,4
 argues analyst Bill Thompson. It is what happens when it arrives at the other end.  The Financial Services Authority has warned banks and other financial institutions that members of criminal gangs may be applying for jobs which give them access to confidential customer data. The fear is not that they will steal money from our bank accounts but that they will instead steal something far more valuable in our digital society - our identities. Armed with the personal details that a bank holds,4
 two of them partly paralysed wheelchair users,4
 the Golden Joystick awards.  It was the only title to win twice,5
 there may not be enough iPod minis to go round,4
 a US Department of Energy (DOE) lab. DOE test results show that Blue Gene/L has managed speeds of 70.72 teraflops. The current top machine,4
000 connections take the total number of people in the UK signing up for broadband from BT to almost 3.3 million. Nationally more than 5 million browse the net via broadband. Britain now has among the highest number of broadband connections throughout the whole of Europe.  According to figures gathered by industry watchdog,4
000 viruses and other malicious programs in existence. Latest research suggests that new variants of viruses are being cranked out at a rate of up to 200 per week. Spyware is surreptitious software that sneaks on to home computers,9
 with 50,4
 known as Queen of the Sky,4
 says a report.  Produced by Jupiter Research the analysis of the portable media player market found only 13% of Europeans want to watch video while out and about. By contrast,4
 however,4
" spammers could end up paying to send out terabytes of data.  ""We've never really solved the big problem of spam which is that its so damn cheap and easy to do",4
 IBM and Toshiba have released limited data about the so-called Cell chip that will be able to carry out trillions of calculations per second. The chip will be made of several different processing cores that work on tasks together. The PlayStation 3 is expected in 2006 but developers are expecting to get prototypes early next year to tune games that will appear on it at launch.  The three firms have been working on the chip since 2001 but before now few details have been released about how it might function. In a joint statement the three firms gave hints about how the chip will work but fuller details will be released in February next year at the International Solid State Circuits Conference in San Francisco.  The three firms claim that the Cell chip will be up to 10 times more powerful than existing processors. When put inside powerful computer servers,4
 says the Institute of Public Policy Research (IPPR).  Existing services such as eBay could provide a good blueprint for such services,4
 says a report.  The Indian mobile gaming market is expected to generate about $26m (£13.8m) by the end of 2004,4
 delegates at the world's largest gadget show,4
 subject to certain conditions,4
"000 people have been banned from playing the Half-Life 2 game.  Game maker Valve shut down the online accounts of the players because it had evidence that their copy of the game had been obtained illegally. Copies of Half-Life 2 had been circulating on file-sharing systems soon after it was officially released. Experts said the success of the Half-Life 2 anti-piracy system might tempt other game makers into creating their own version.  Half-Life 2 was officially released on 16 November but before gamers could get to grips with the long-awaited title they were forced to authenticate their copy of the game online. Authentication involved setting up an account with Valve's gaming community system called Steam and letting that check which copy of the game was being run.  In a statement detailing the banning of the accounts Valve said this system helped identify who had got hold of pirated copies. ""The method used was extremely easy for Valve to trace and confirm",4
 nicknamed Skulls,4
 partly because they are so cheap and he needed a phone,4
 4 billion people,4
 the World Community Grid will use idle computer time to test solutions to these problems. The donated processor cycles will help the WCG create virtual supercomputers via the net. The idea follows the success of other similar projects that have used the untapped processing power of millions of desktop PCs. One of the most successful collaboration projects was Seti@home,4
 the picture would be 2.5m high and 6m long.  The researchers have put the image on a website which lets viewers explore the wealth of detail that it captures. Tools on the page let viewers zoom in on the city and its surroundings in great detail. The website is already proving popular and currently has more than 200,4
 antelope and wild pigs. For a small fee users will take control of a camera and rifle that they can use to spot and shoot the game animals as they roam around a 133-hectare Texas ranch. The Live-Shot website behind the scheme already lets people practise shooting at targets via the internet.  John Underwood,9
 almost 7% more than they did in 2003 according to figures released by the UK gaming industry's trade body. Sales records were smashed by the top title of the year GTA: San Andreas - in which players got the job of turning central character CJ into a crime boss. The game sold more than 1 million copies in the first nine days that it was on sale. This feat made it the fastest selling video game of all time in the UK. Although only released in November the sprawling story of guns,4
 you no longer need to curse,4
 from Omaha,9
 Bofra plunders the address book in Microsoft Outlook for e-mail addresses and scours other files on an infected machine for fresh target addresses. The virus uses its own mail sending software to despatch e-mail messages to potential victims but,4
 40% of the UK's population will still be without internet access at home,4
 say security experts.  The number of phishing e-mail messages stopped by security firm MessageLabs has risen more than tenfold in less than 12 months. In 2004 it detected more than 18 million phishing e-mail messages. Other statistics show that in 2004 73% of all e-mail was spam and one in 16 messages were infected with a virus.  In its end-of-year report,4
" feed and clothe millions of homeless refugees in the Sudanese region of Darfur are getting a helping hand from advanced mapping technology.  A European consortium of companies and university groups known as Respond is working to provide accurate and up to date maps. The aim is to overcome some of the huge logistical challenges in getting supplies to where they are needed. Respond is using satellite imagery to produce accurate maps that can be used in the field rapidly. ""Respond has produced very detailed maps for example for the road networks",4
 according to Carly Fiorina,4
 along with other concept vehicles and helper robots,4
 the posters pass on a number that people can call to get information about the safest route home. Sited at busy underground stations,4
 industry representatives and the British Board of Film Classification. It follows concerns that children may be playing games aimed at adults which include high levels of violence. In 2003,0
 helping with enquires both simple and strange.  More than 277 million enquiries were made,4
 Metal Slug 3 is a wake-up call to today's gamers molly-coddled with slick visuals and fancy trimmings.  With its hand-animated sprites and 2D side-scrolling,2
 dinkier versions are thought to be responsible for a 26% increase in the number of phones sold during the third quarter of 2004,4
 as well as archives at Harvard,4
 releasing a test version of its tool to find documents,4
 the MPAA added. The suits were filed against users of the file-sharing programs BitTorrent,9
 according to a report by analysts Forrester Research.  The growth will be driven by emerging markets such as China,4
 film clips or MP3 files to the adaptor and then play them back while on the move. The release of the media add-on is an attempt by the Japanese games giant to protect its dominance of the handheld gaming market. Nintendo said the media adapter will be available from February in Japan.  The Nintendo DS is the successor to the hugely successful GameBoy handheld game console and went on sale in Japan on 2 December. The DS has two screens,4
 against an unidentified individual,9
500 virtual land	 A 22-year-old gamer has spent $26,4
" Zafi-D plunders Microsoft Outlook for e-mail addresses and then uses mail-sending software to despatch itself across the web to new victims. To be infected users must open up the attachment travelling with the message which bears the code for the malicious bug. The attachment on the e-mail poses as an electronic Christmas card but anyone opening it will simply get a crude image of two smiley faces.  The virus' subject line says ""Merry Christmas"" and translates this into one of 15 languages depending of the final suffix of the e-mail address the infected message has been sent to. The message in the body of the e-mail reads: ""Happy Holidays"" and this too is translated. On infected machines the virus tries to disable anti-virus and firewall software and opens up a backdoor on the PC to hand over control to the writer of the virus. The virus is thought to have spread most widely in South America",4
" the site's controllers said the site was ""closing down for good in the way that we all know it"". If the site did return",4
" boops and beeps created as players bash buttons on Nintendo's handheld GameBoy console to a new level.  The Gameboyzz Orchestra Project has taken the game sounds to put together music tunes they have dubbed ""blip-pop."" Think of it as Donkey Kong meets Norman Cook",9
000 websites. The malicious program exploits a vulnerability in the widely used phpBB software. Santy's spread has now been stopped after Google began blocking infected sites searching for new victims.  The worm replaces chat forums with a webpage announcing that the site had been defaced by the malicious program. Soon after being infected,4
 it has the look and feel of a normal search engine,4
 then 2003 would have seen it taxiing down the runway,4
 with more Britons using them to go online.  Figures from industry monitor,4
 with the main character able to pause,4
 you go straight to your favourite search engine,4
 including text recognition and database management. Traditional technology business policy is to amass patents and despite IBM's announcement the company continues to follow this route.  IBM was granted 3,4
 which is now increasingly possible thanks to technological innovations.  The Motorsport Endeavour Club left the starting grid yesterday at the Autosport International 2005 show at Birmingham's NEC,7
 lets users edit pictures online and provides print-ordering services. Some services,4
 under plans in development by two US firms.  ScanSoft and Gracenote are developing technology to give people access to their film and music libraries simply by voice control. They want to give people hands-free access to digital music and films in the car,4
 Walt Disney,4
 Media Labs Europe,4
 says research.  A US researcher has suggested that games such as The Sims could be a good way to teach languages. Ravi Purushotma believes that the world of The Sims can do a better job of teaching vocabulary and grammar than traditional methods. The inherent fun of game playing could help to make learning languages much less of a chore,4
 Philips,4
 and are on the verge of being exploited by commercial media firms,4
 with latest figures showing that 26 billion texts were sent in total in 2004.  The figures collected by the Mobile Data Association (MDA) showed that 2.4 billion were fired off in December alone,4
 building on many of the original's elements. For its part,4
 mobile phones have become an integral part of modern life and now almost 90% of Britons own a handset. Mobiles have become so popular that many people use their handset as their only phone and rarely use a landline.  The first ever call over a portable phone was made in 1973 in New York but it took 10 years for the first commercial mobile service to be launched. The UK was not far behind the rest of the world in setting up networks in 1985 that let people make calls while they walked. The first call was made from St Katherine's dock to Vodafone's head office in Newbury which at the time was over a curry house. For the first nine days of 1985 Vodafone was the only firm with a mobile network in the UK. Then on 10 January Cellnet (now O2) launched its service. Mike Caudwell,4
 there are so far no reports of any phones being infected by the new variants of Cabir.  The original Cabir worm came to light in mid-June 2004 when it was sent to anti-virus firms as a proof-of-concept program. A mistake in the way the original Cabir was written meant that even if it escaped from the laboratory,9
000 new products will be unveiled as the show unfolds. Microsoft chief Bill Gates is to make a pre-show keynote speech on Wednesday when he is expected to announce details of the next generation Xbox.  The thrust of this year's show will be on technologies which put people in charge of multimedia content so they can store,4
000 viruses and other malicious programs in existence. Latest research suggests that new variants of viruses are being cranked out at a rate of up to 200 per week. Spyware is surreptitious software that sneaks on to home computers,9
 who goes by the nickname Sloncek,4
 delegates at the world's largest gadget show,4
 low-cost Macintosh computer for the masses,4
 for those that have rejected the free peer to peer services,4
" especially with tech-savvy criminals.  Many extortionists are targeting net-based betting firms and threatening to cripple their websites with deluges of data unless a ransom is paid. But now deep defences are being put in place by some of the UK's biggest net firms to stop these attacks. Increasing numbers of attacks and the huge amounts of data being used to try to bump a site off the web are prompting firms to adopt the measures. ""Net firms are realising that it's not just about anti-virus and firewalls",4
 movies and software. The two men faced charges following raids in August on suspected pirates by the FBI. The pair face jail terms of up to five years and a $250,9
 Philips,4
 but the ability to communicate on the go is not the only reason we are hooked. Games,4
 films,4
 and we're all better off as a result. Chip giant Intel recently began shipping computer circuit boards that are lead free too,4
" but their options would be ""limited"". Microsoft releases regular security updates to its software to protect PCs. Either PCs detect updates automatically or users manually download fixes through Microsoft's site. Those running pirated Windows programs would not have access to other downloads and ""add-ons"" that the software giant offers.  People who try to manually download security patches will have to let Microsoft run an automated checking procedure on their computer or give an identification number.  Microsoft's regular patches which it releases for newly-found security flaws are important because they stop worms",4
 due for official release at the end of next month,4
 Splinter Cell - Pandora Tomorrow,4
 but local artists are having trouble marketing their work abroad. But now,4
 then it was the DVD,4
 according to a two-year study.  The number of women buying programs to protect PCs from virus,4
 but there is no news of a Europe debut.  The handheld console will go on sale for $250 (£132) and the first million sold will come with Spider-Man 2 on UMD,4
 which will drive Sony's PlayStation 3,4
 a survey says.  More than half of 2,4
 all-dancing multimedia devices which will replace portable media players,4
 a graduate student from Hong Kong studying at Cornell University in New York State,4
 including the Mac Mini. The EFF,4
 but not all,9
 according to a survey.  A study by the Pew Internet and American Life Project found that MP3 players are the gadget of choice among affluent young Americans. The survey did not interview teenagers but it is likely that millions of under-18s also have MP3 players. The American love affair with digital music players has been made possible as more and more homes get broadband.  Of the 22 million Americans who own MP3 players,4
 the Mac Mini is really,4
 in internet years,4
000 users. It plans to add more paid services with forthcoming launches of video conferencing,4
" while others fear it will hurt smaller tech firms. The EC says the Council of Ministers will adopt a draft version that was agreed upon last May but said it would review ""all aspects of the directive"". The directive is intended to offer patent protection to inventions that use software to achieve their effect",1
" WiMedia Alliance and Multi-band OFDM alliance had merged to support the technology. UWB makes it possible to stream huge amounts of data through the air over short distances. One of the more likely uses of UWB is to make it possible to send DVD quality video images wirelessly to TV screens or to let people beam music to media players around their home.  The technology has the potential to transmit hundreds of megabits of data per second. ""Consumer electronics companies want UWB to replace cables and simplify set-up",9
 in partnership with technology firm Sydus,9
" said Steve Beeks, president of Lions Gate. Already available in Japan, the PSP is released in the US on 24 March. Spider-Man 2 on UMD will be given to the first million customers in the US.  The Punisher and House of the Dead along with older titles such as Total Recall and Rambo: First Blood, will be in the UMD format, with disks costing between $20 (£10.40) to $30 (£15.60) for new titles and $10 (£5.20) to $20 for older films.  When we first saw the machine and started talking to Sony",9
 Frankfurt,4
 the head of giant chip maker Texas Instruments,4
 some featuring well-known characters such as Super Mario and Rayman. The DS spearheads Nintendo's attempt to continue its dominance of the handheld gaming market.  Since going on sale in Japan and the US at the end of 2004,4
" said the UK National Tremor Foundation. ""Using a computer mouse is well known for being extremely hard for people with tremors so we're delighted to hear that a technology has been developed to address this problem",4
 known as Drink Or Die,4
 Apple Insider and Think Secret websites. All three are Apple fan sites that obsessively watch the iconic firm for information about future products. Apple is notoriously secretive about upcoming products which gives any snippets of information about what it is working on all the more value. The lawsuit to reveal the names of the leakers was filed against the Power Page and Apple Insider sites.  The separate legal fight with Think Secret has yet to be resolved. In the ruling handed down this week by Santa Clara County Superior Court Judge James Kleinberg,4
"000 hijacked home computers. Data was gathered using machines that looked innocent but which logged everything hackers did to them.  The detailed look at zombie or 'bot nets of hijacked computers was done by the Honeynet Project - a group of security researchers that gather information using networks of computers that act as ""honey pots"" to attract hackers and gather information about how they work. While 'bot nets have been known about for some time",4
 but can we really trust the PC vendors,4
 phone and gaming gadget goes on sale on Saturday.  Priced at £229,4
 DVDs,4
